单词等级,单词,词典
A1,feel,"{""word"": ""feel"", ""definitions"": [{""part_of_speech"": ""verb"", ""meaning"": {""english"": ""to sense or be aware of something through touching or being touched"", ""chinese"": ""通过触摸或被触摸来感知或意识到某事物""}, ""example_sentences"": [{""english"": ""She felt the cold wind on her face."", ""chinese"": ""她感觉到冷风拂过她的脸。""}], ""synonyms"": [""sense"", ""perceive""], ""antonyms"": [""ignore"", ""miss""]}, {""part_of_speech"": ""verb"", ""meaning"": {""english"": ""to experience an emotion or a physical sensation"", ""chinese"": ""体验情感或身体感觉""}, ""example_sentences"": [{""english"": ""He felt happy when he saw his friends."", ""chinese"": ""当他看到他的朋友时，他感到很高兴。""}], ""synonyms"": [""experience"", ""undergo""], ""antonyms"": [""disregard"", ""neglect""]}], ""forms"": {""verb"": {""base_form"": ""feel"", ""third_person_singular"": ""feels"", ""past_tense"": ""felt"", ""past_participle"": ""felt"", ""present_participle"": ""feeling""}}}"
A1,feeling,"{""word"": ""feeling"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""A sensation or emotion"", ""chinese"": ""感觉或情感""}, ""example_sentences"": [{""english"": ""She had a strange feeling in her stomach."", ""chinese"": ""她胃里有种奇怪的感觉。""}, {""english"": ""He expressed his feelings about the situation."", ""chinese"": ""他表达了他对这种情况的感受。""}], ""synonyms"": [""emotion"", ""sensation""], ""antonyms"": [""indifference""]}], ""forms"": {""noun"": {""singular"": ""feeling"", ""plural"": ""feelings""}}}"
A1,festival,"{""word"": ""festival"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""A special occasion for celebration, often involving music, performances, or other events."", ""chinese"": ""节日；庆祝活动；音乐节""}, ""example_sentences"": [{""english"": ""We went to the music festival last weekend."", ""chinese"": ""上周末我们去了音乐节。""}, {""english"": ""The Spring Festival is the most important holiday in China."", ""chinese"": ""春节是中国最重要的节日。""}], ""synonyms"": [""celebration"", ""event""], ""antonyms"": [""ordinary day""]}], ""forms"": {""noun"": {""singular"": ""festival"", ""plural"": ""festivals""}}}"
A1,few,"{""word"": ""few"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""A small number of"", ""chinese"": ""少数的""}, ""example_sentences"": [{""english"": ""There are few apples left in the basket."", ""chinese"": ""篮子里剩下不多的苹果。""}]}], ""forms"": {}}"
A1,fifteen,"{""word"": ""fifteen"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""The number 15."", ""chinese"": ""数字15。""}, ""example_sentences"": [{""english"": ""I have fifteen apples."", ""chinese"": ""我有十五个苹果。""}]}], ""forms"": {""noun"": {""singular"": ""fifteen"", ""plural"": ""fifteens""}}}"
A1,fifth,"{""word"": ""fifth"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""one of five equal parts of something"", ""chinese"": ""五分之一""}, ""example_sentences"": [{""english"": ""She ate a fifth of the cake."", ""chinese"": ""她吃了蛋糕的五分之一。""}]}, {""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""coming after the fourth in a series"", ""chinese"": ""第五的""}, ""example_sentences"": [{""english"": ""This is the fifth time I've visited this park."", ""chinese"": ""这是我第五次来这个公园。""}]}], ""forms"": {""noun"": {""singular"": ""fifth"", ""plural"": ""fifths""}}}"
A1,fifty,"{""word"": ""fifty"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""the number 50"", ""chinese"": ""五十""}, ""example_sentences"": [{""english"": ""She is fifty years old."", ""chinese"": ""她五十岁了。""}]}], ""forms"": {""noun"": {""singular"": ""fifty"", ""plural"": ""fifties""}}}"
A1,fill,"{""word"": ""fill"", ""definitions"": [{""part_of_speech"": ""verb"", ""meaning"": {""english"": ""make or become full"", ""chinese"": ""使满或充满""}, ""example_sentences"": [{""english"": ""Please fill the glass with water."", ""chinese"": ""请把杯子装满水。""}, {""english"": ""The room filled with laughter."", ""chinese"": ""房间里充满了笑声。""}], ""synonyms"": [""stuff"", ""pack""], ""antonyms"": [""empty""]}], ""forms"": {""verb"": {""base_form"": ""fill"", ""third_person_singular"": ""fills"", ""past_tense"": ""filled"", ""past_participle"": ""filled"", ""present_participle"": ""filling""}}}"
A1,film,"{""word"": ""film"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a story or event recorded by a camera as a set of moving images and shown in a cinema or on television"", ""chinese"": ""电影；影片""}, ""example_sentences"": [{""english"": ""We watched a film last night."", ""chinese"": ""昨晚我们看了一部电影。""}], ""synonyms"": [""movie"", ""cinema""]}, {""part_of_speech"": ""verb"", ""meaning"": {""english"": ""to record a story or event using a camera"", ""chinese"": ""拍摄（电影）""}, ""example_sentences"": [{""english"": ""They are filming a new movie in the park."", ""chinese"": ""他们正在公园里拍摄一部新电影。""}]}], ""forms"": {""noun"": {""singular"": ""film"", ""plural"": ""films""}, ""verb"": {""base_form"": ""film"", ""third_person_singular"": ""films"", ""past_tense"": ""filmed"", ""past_participle"": ""filmed"", ""present_participle"": ""filming""}}}"
A1,final,"{""word"": ""final"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""coming at the end of a series"", ""chinese"": ""最终的""}, ""example_sentences"": [{""english"": ""This is the final decision."", ""chinese"": ""这是最终决定。""}], ""synonyms"": [""last"", ""ultimate""], ""antonyms"": [""first"", ""initial""]}, {""part_of_speech"": ""noun"", ""meaning"": {""english"": ""the last game or round in a competition"", ""chinese"": ""决赛""}, ""example_sentences"": [{""english"": ""She won the final."", ""chinese"": ""她赢得了决赛。""}]}], ""forms"": {""noun"": {""singular"": ""final"", ""plural"": ""finals""}}}"
A1,find,"{""word"": ""find"", ""definitions"": [{""part_of_speech"": ""verb"", ""meaning"": {""english"": ""to discover or locate something by searching or looking carefully"", ""chinese"": ""找到；发现""}, ""example_sentences"": [{""english"": ""I found my lost book under the bed."", ""chinese"": ""我在床底下找到了我丢失的书。""}], ""synonyms"": [""discover"", ""locate""], ""antonyms"": [""lose"", ""misplace""]}], ""forms"": {""verb"": {""base_form"": ""find"", ""third_person_singular"": ""finds"", ""past_tense"": ""found"", ""past_participle"": ""found"", ""present_participle"": ""finding""}}}"
A1,fine,"{""word"": ""fine"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""very good or of a high quality"", ""chinese"": ""很好或高质量的""}, ""example_sentences"": [{""english"": ""The weather is fine today."", ""chinese"": ""今天天气很好。""}], ""synonyms"": [""good"", ""excellent""], ""antonyms"": [""bad"", ""poor""]}, {""part_of_speech"": ""noun"", ""meaning"": {""english"": ""an amount of money that a person must pay as a punishment for breaking a law or rule"", ""chinese"": ""因违反法律或规则而必须支付的罚款""}, ""example_sentences"": [{""english"": ""He had to pay a fine for speeding."", ""chinese"": ""他因超速而不得不支付罚款。""}]}], ""forms"": {""adjective"": {""base_form"": ""fine""}, ""noun"": {""singular"": ""fine"", ""plural"": ""fines""}}}"
A1,finish,"{""word"": ""finish"", ""definitions"": [{""part_of_speech"": ""verb"", ""meaning"": {""english"": ""to complete something or come to the end of an activity"", ""chinese"": ""完成某事或结束活动""}, ""example_sentences"": [{""english"": ""I need to finish my homework before dinner."", ""chinese"": ""我需要在晚饭前完成作业。""}], ""synonyms"": [""complete"", ""end""], ""antonyms"": [""start"", ""begin""]}, {""part_of_speech"": ""noun"", ""meaning"": {""english"": ""the last part of something"", ""chinese"": ""某事的最后部分""}, ""example_sentences"": [{""english"": ""The finish of the race was very exciting."", ""chinese"": ""比赛的最后部分非常激动人心。""}]}], ""forms"": {""verb"": {""base_form"": ""finish"", ""third_person_singular"": ""finishes"", ""past_tense"": ""finished"", ""past_participle"": ""finished"", ""present_participle"": ""finishing""}}}"
A1,fire,"{""word"": ""fire"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a hot, bright flame that is produced by something burning"", ""chinese"": ""火，火焰""}, ""example_sentences"": [{""english"": ""The house was destroyed by fire."", ""chinese"": ""房子被火烧毁了。""}]}, {""part_of_speech"": ""verb"", ""meaning"": {""english"": ""to shoot a gun or other weapon at someone or something"", ""chinese"": ""开火，射击""}, ""example_sentences"": [{""english"": ""The police fired their guns at the robbers."", ""chinese"": ""警察向劫匪开枪。""}]}], ""forms"": {""noun"": {""singular"": ""fire"", ""plural"": ""fires""}, ""verb"": {""base_form"": ""fire"", ""third_person_singular"": ""fires"", ""past_tense"": ""fired"", ""past_participle"": ""fired"", ""present_participle"": ""firing""}}}"
A1,first,"{""word"": ""first"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""coming before all others in time or order"", ""chinese"": ""最先的；最早的""}, ""example_sentences"": [{""english"": ""She was the first person to arrive."", ""chinese"": ""她是第一个到达的人。""}], ""synonyms"": [""earliest"", ""initial""], ""antonyms"": [""last"", ""final""]}, {""part_of_speech"": ""adverb"", ""meaning"": {""english"": ""before anything else"", ""chinese"": ""首先；第一""}, ""example_sentences"": [{""english"": ""First, let me introduce myself."", ""chinese"": ""首先，让我自我介绍一下。""}]}, {""part_of_speech"": ""noun"", ""meaning"": {""english"": ""the person or thing that comes before all others in time, order, or importance"", ""chinese"": ""第一；第一名""}, ""example_sentences"": [{""english"": ""He was the first in the race."", ""chinese"": ""他在比赛中获得了第一名。""}]}], ""forms"": {""noun"": {""singular"": ""first"", ""plural"": ""firsts""}}}"
A1,fish,"{""word"": ""fish"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a creature that lives in water, has fins and gills, and breathes by taking in oxygen from the water through its gills"", ""chinese"": ""生活在水中，有鳍和鳃，通过鳃从水中获取氧气的生物""}, ""example_sentences"": [{""english"": ""I caught a fish in the river."", ""chinese"": ""我在河里抓到了一条鱼。""}], ""synonyms"": [""sea creature"", ""aquatic animal""], ""antonyms"": [""land animal""]}, {""part_of_speech"": ""verb"", ""meaning"": {""english"": ""to try to catch fish, especially as a sport or for food"", ""chinese"": ""尝试捕鱼，尤其是作为一种运动或获取食物""}, ""example_sentences"": [{""english"": ""We went fishing in the lake."", ""chinese"": ""我们去湖里钓鱼了。""}]}], ""forms"": {""noun"": {""singular"": ""fish"", ""plural"": ""fish""}, ""verb"": {""base_form"": ""fish"", ""third_person_singular"": ""fishes"", ""past_tense"": ""fished"", ""past_participle"": ""fished"", ""present_participle"": ""fishing""}}}"
A1,five,"{""word"": ""five"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""the number 5"", ""chinese"": ""数字5""}, ""example_sentences"": [{""english"": ""I have five apples."", ""chinese"": ""我有五个苹果。""}]}], ""forms"": {""noun"": {""singular"": ""five"", ""plural"": ""fives""}}}"
A1,flat,"{""word"": ""flat"", ""definitions"": [{""part_of_speech"": ""adjective"", ""meaning"": {""english"": ""smooth and level; not curved or bumpy"", ""chinese"": ""平坦的；平的""}, ""example_sentences"": [{""english"": ""The floor is flat."", ""chinese"": ""地板是平的。""}], ""synonyms"": [""level"", ""even""], ""antonyms"": [""curved"", ""bumpy""]}, {""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a set of rooms for living in, usually on one floor of a building"", ""chinese"": ""公寓；一套房间""}, ""example_sentences"": [{""english"": ""She lives in a flat."", ""chinese"": ""她住在一套公寓里。""}]}], ""forms"": {""noun"": {""singular"": ""flat"", ""plural"": ""flats""}}}"
A1,flight,"{""word"": ""flight"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a journey made by air"", ""chinese"": ""飞行；航班""}, ""example_sentences"": [{""english"": ""We took a flight to New York."", ""chinese"": ""我们乘坐航班去了纽约。""}]}], ""forms"": {""noun"": {""singular"": ""flight"", ""plural"": ""flights""}}}"
A1,floor,"{""word"": ""floor"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""The surface on which one stands or walks in a room or building."", ""chinese"": ""房间或建筑物中人们站立或行走的表面。""}, ""example_sentences"": [{""english"": ""The cat is sleeping on the floor."", ""chinese"": ""猫在地板上睡觉。""}], ""synonyms"": [""ground"", ""surface""]}], ""forms"": {""noun"": {""singular"": ""floor"", ""plural"": ""floors""}}}"
A1,flower,"{""word"": ""flower"", ""definitions"": [{""part_of_speech"": ""noun"", ""meaning"": {""english"": ""The part of a plant that is often brightly colored and has a scent, and from which the plant can produce seeds."", ""chinese"": ""植物中通常颜色鲜艳且有香味的部分，植物可以从中产生种子。""}, ""example_sentences"": [{""english"": ""She picked a flower from the garden."", ""chinese"": ""她从花园里摘了一朵花。""}], ""synonyms"": [""blossom"", ""bloom""], ""antonyms"": [""fruit""]}, {""part_of_speech"": ""verb"", ""meaning"": {""english"": ""To produce flowers; to blossom."", ""chinese"": ""开花；绽放。""}, ""example_sentences"": [{""english"": ""The plant will flower in the spring."", ""chinese"": ""这株植物将在春天开花。""}]}], ""forms"": {""noun"": {""singular"": ""flower"", ""plural"": ""flowers""}, ""verb"": {""base_form"": ""flower"", ""third_person_singular"": ""flowers"", ""past_tense"": ""flowered"", ""past_participle"": ""flowered"", ""present_participle"": ""flowering""}}}"
A1,fly,"{""word"": ""fly"", ""definitions"": [{""part_of_speech"": ""verb"", ""meaning"": {""english"": ""to move through the air using wings"", ""chinese"": ""飞行""}, ""example_sentences"": [{""english"": ""The bird flies high in the sky."", ""chinese"": ""鸟在空中飞得很高。""}], ""synonyms"": [""soar"", ""glide""], ""antonyms"": [""fall"", ""drop""]}, {""part_of_speech"": ""noun"", ""meaning"": {""english"": ""a small insect with two wings"", ""chinese"": ""苍蝇""}, ""example_sentences"": [{""english"": ""There is a fly on the wall."", ""chinese"": ""墙上有一只苍蝇。""}]}], ""forms"": {""verb"": {""base_form"": ""fly"", ""third_person_singular"": ""flies"", ""past_tense"": ""flew"", ""past_participle"": ""flown"", ""present_participle"": ""flying""}, ""noun"": {""singular"": ""fly"", ""plural"": ""flies""}}}"
